Row	Site ID	WRIA	Basin	Subbasin	Stream	Agency	Project	Site Code	Latitude	Longitude	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
121	2437	WRIA 5 - Stillaguamish	S Fork Stillaguamish River Basin	Jim Creek Subbasin	Jim Creek	Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-002596	48.168039	-122.055045																						79.5								
122	2446	WRIA 5 - Stillaguamish	S Fork Stillaguamish River Basin	Jim Creek Subbasin	Jim Creek	Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-004404	48.209697	-122.025796																						52								
123	1006	WRIA 5 - Stillaguamish	S Fork Stillaguamish River Basin	Jim Creek Subbasin	Jim Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-002596	48.167674	-122.058519																69.8														
124	529	WRIA 5 - Stillaguamish	S Fork Stillaguamish River Basin	Jim Creek Subbasin	Rehab Creek	Adopt-A-Stream Foundation	Jim Creek	JimCAAS1S	48.215636	-121.935804															58.7									64.8						
125	530	WRIA 5 - Stillaguamish	S Fork Stillaguamish River Basin	Jim Creek Subbasin	Rehab Creek	Adopt-A-Stream Foundation	Jim Creek	JimCAAS2R	48.210934	-121.928415															78.9									79.9						
126	531	WRIA 5 - Stillaguamish	S Fork Stillaguamish River Basin	Jim Creek Subbasin	Rehab Creek	Adopt-A-Stream Foundation	Jim Creek	JimCAAS3S	48.212066	-121.919816															53.1									97.5						
127	537	WRIA 5 - Stillaguamish	S Fork Stillaguamish River Basin	Jim Creek Subbasin	Twin Lakes tributary	Adopt-A-Stream Foundation	Jim Creek	JimCAAS9S	48.177851	-121.945954															39.7									88.1						
128	1240	WRIA 5 - Stillaguamish	S Fork Stillaguamish River Basin	Verlot Subbasin	Benson Creek (Stillaguamish)	Snohomish County	Ambient	Benson	48.091067	-121.779031														61.5				76			73.2									
129	1258	WRIA 5 - Stillaguamish	S Fork Stillaguamish River Basin	Verlot Subbasin	Turlo Creek	Snohomish County	Ambient	Turlo	48.096447	-121.786928														64.1				60.4												
130	2525	WRIA 6 - Island	Island Basin	Whidbey Island Subbasin	Glendale Creek	Environmental Protection Agency	EPA Region 10, Office of Environmental Assessment Office, Aquatic Monitoring Team (AMT), Regional Applied Research Effort (RARE) project	EPA06600-GLEN01	47.940192	-122.364543																						32.5								
131	1077	WRIA 6 - Island	Island Basin	Whidbey Island Subbasin	Glendale Creek	King County - DNRP	WRIA08_WS_Survey	WAM06600-299887	47.940350	-122.364490																	13.1	9.3	21.4	37.4										
132	385	WRIA 7 - Snohomish	Lower Skykomish Basin	Haystack Skykomish Subbasin	Hogarty Creek	Snohomish County	Ambient	hogarty	47.834551	-121.603571													79.3																	
133	439	WRIA 7 - Snohomish	Lower Skykomish Basin	Haystack Skykomish Subbasin	Skykomish River - Haystack	Snohomish County	Ambient	skygb	47.851559	-121.694172													13.9																	
134	440	WRIA 7 - Snohomish	Lower Skykomish Basin	Haystack Skykomish Subbasin	Skykomish River tributary (Haystack subbasin)	Snohomish County	Ambient	skytrmann	47.849679	-121.767003													81.9				73.9			70.4										
135	1815	WRIA 7 - Snohomish	Lower Skykomish Basin	Olney Creek Subbasin	Bear Creek (Skykomish)	Snohomish County	Ambient	BEARLOGG	47.894333	-121.743667																				44.3										
136	408	WRIA 7 - Snohomish	Lower Skykomish Basin	Olney Creek Subbasin	Olney Creek (Snohomish)	Snohomish County	Ambient	olneyfh	47.882114	-121.710855													69.1							78.8										
137	409	WRIA 7 - Snohomish	Lower Skykomish Basin	Olney Creek Subbasin	Olney Creek (Snohomish)	Snohomish County	Ambient	olneysb	47.924532	-121.742187													51.3				79.9			67.3										
138	1065	WRIA 7 - Snohomish	Lower Skykomish Basin	Olney Creek Subbasin	Wallace River (lower)	Snohomish County	Ambient	WALL363	47.866071	-121.744985																	71.4													
139	1060	WRIA 7 - Snohomish	Lower Skykomish Basin	Upper Wallace River Subbasin	May Creek (Skykomish River)	Snohomish County	Ambient	MAY	47.850936	-121.669858																	43.5			99										
140	2457	WRIA 7 - Snohomish	Lower Skykomish Basin	Upper Wallace River Subbasin	May Creek (Skykomish River)	Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-006123	47.857207	-121.687737																						54.2								
141	1009	WRIA 7 - Snohomish	Lower Skykomish Basin	Upper Wallace River Subbasin	May Creek (Skykomish River)	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-006123	47.859073	-121.693311																80.2														
142	497	WRIA 7 - Snohomish	Lower Skykomish Basin	Woods Creek Subbasin	Carpenter Creek (Woods Creek)	Snohomish County	Critical Area Regulations Monitoring Program	CAR1B	48.008300	-121.939856															80.7															
143	362	WRIA 7 - Snohomish	Lower Skykomish Basin	Woods Creek Subbasin	Carpenter Creek (Woods Creek)	Snohomish County	Ambient	carpup	47.983844	-121.964402													59.8																	
144	496	WRIA 7 - Snohomish	Lower Skykomish Basin	Woods Creek Subbasin	Carpenter Creek (Woods Creek) tributary	Snohomish County	Critical Area Regulations Monitoring Program	CAR1A	48.011480	-121.958336															79.3	80.3	30.9													
145	498	WRIA 7 - Snohomish	Lower Skykomish Basin	Woods Creek Subbasin	Carpenter Creek (Woods Creek) tributary	Snohomish County	Critical Area Regulations Monitoring Program	CAR1C	48.017330	-121.959345															39.8	46.8	52.6													
146	363	WRIA 7 - Snohomish	Lower Skykomish Basin	Woods Creek Subbasin	Catherine Creek	Snohomish County	Ambient	CATH	48.007793	-122.047156													43.5							38.7										
147	373	WRIA 7 - Snohomish	Lower Skykomish Basin	Woods Creek Subbasin	Creswell Creek	Snohomish County	Ambient	cresup	47.994799	-121.980586													86.8				59.6													
148	1055	WRIA 7 - Snohomish	Lower Skykomish Basin	Woods Creek Subbasin	Richardson Creek	Snohomish County	Ambient	Richardson	47.889003	-121.950116																	55.9													
149	1066	WRIA 7 - Snohomish	Lower Skykomish Basin	Woods Creek Subbasin	Woods Creek (Monroe) - E Fork	Snohomish County	Ambient	WCFA	47.869942	-121.893317																	71.5													
150	2863	WRIA 7 - Snohomish	Lower Skykomish Basin	Woods Creek Subbasin	Woods Creek (Monroe) - E Fork	Snohomish County	Snohomish County State of our Waters Monitoring	WDOP	47.907231	-121.884176																									89.4					
151	458	WRIA 7 - Snohomish	Lower Skykomish Basin	Woods Creek Subbasin	Woods Creek (Monroe) - E Fork	Snohomish County	Ambient	WOODPIPE	47.901415	-121.875396																	47.5													
152	1067	WRIA 7 - Snohomish	Lower Skykomish Basin	Woods Creek Subbasin	Woods Creek (Monroe) - E Fork	Snohomish County	Ambient	Woods446	47.943838	-121.894556																	82.3													
153	461	WRIA 7 - Snohomish	Lower Skykomish Basin	Woods Creek Subbasin	Woods Creek (Monroe) - E Fork	Snohomish County	Ambient	woodshand	47.884869	-121.873207													79.6				84.9			61.6										
154	457	WRIA 7 - Snohomish	Lower Skykomish Basin	Woods Creek Subbasin	Woods Creek (Monroe) - W Fork	Snohomish County	Ambient	WCWF	47.877985	-121.914863													80.4																	
155	2051	WRIA 7 - Snohomish	Lower Skykomish Basin	Woods Creek Subbasin	Woods Creek (Monroe) - W Fork	Snohomish County	Ambient	WOODS211	47.954895	-121.951016														74.1																
156	459	WRIA 7 - Snohomish	Lower Skykomish Basin	Woods Creek Subbasin	Woods Creek (Monroe) - W Fork	Snohomish County	Ambient	WOODS298	47.902231	-121.907884																	87			86.5										
157	1056	WRIA 7 - Snohomish	Lower Skykomish Basin	Woods Creek Subbasin	Woods Creek (Monroe) - W Fork	Snohomish County	Ambient	Woodscres	47.979434	-121.971863																	61.1													
158	460	WRIA 7 - Snohomish	Lower Skykomish Basin	Woods Creek Subbasin	Woods Creek (Monroe) - W Fork	Snohomish County	Ambient	woodsfr	47.899632	-121.908951												71.4	87.3																	
159	995	WRIA 7 - Snohomish	Lower Skykomish Basin	Youngs Creek Subbasin	Crandall Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-000987	47.803542	-121.821326																92				90.1										
160	380	WRIA 7 - Snohomish	Lower Skykomish Basin	Youngs Creek Subbasin	Elwell Creek	Snohomish County	Ambient	elwell	47.836229	-121.851106													65.4				74.8			77.4										
161	383	WRIA 7 - Snohomish	Lower Skykomish Basin	Youngs Creek Subbasin	Foye Creek	Snohomish County	Ambient	foye	47.822448	-121.970885													68																	
162	520	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Cherry Creek Subbasin	Cherry Creek	King County - DNRP	Regulatory Effectiveness	05B	47.740049	-121.941377															84.2	68	93	73.6	74.6						68.8	83.5	87.5	65.9	79.6	
163	2373	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Cherry Creek Subbasin	Cherry Creek	King County - DNRP	Ambient Monitoring	07CHR013259	47.759269	-121.884733																						87.7								
164	2369	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Cherry Creek Subbasin	Cherry Creek	King County - DNRP	Ambient Monitoring	07CHR045515	47.746050	-121.898520																						88.2	85.4	71.9	78.4	78.6	86.7	64.9	74.9	80.3
165	2377	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Cherry Creek Subbasin	Cherry Creek	King County - DNRP	Ambient Monitoring	07CHR234411	47.741700	-121.939820																						58.4	65.7	59.7	67.5	90.7	56.7	57	43.3	82.5
166	284	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Cherry Creek Subbasin	Cherry Creek	King County - Roads	ESA Water Quality	E1238	47.743547	-121.941534						29.6	27.1	64.4	67.1	52	56.7	43.4	71.5	70.4	34	18.3	53.2													
167	2432	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Cherry Creek Subbasin	Cherry Creek	Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-001995	47.770559	-121.850274																						99.9								
168	992	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Cherry Creek Subbasin	Cherry Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-001995	47.769360	-121.848318																92.4														
169	282	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Cherry Creek Subbasin	Cherry Creek - N Fork	King County - Roads	ESA Water Quality	E1078	47.750501	-121.911981						20.5	40	70.4	78.6		66.1	76	76.5	90.6	87.3		62.8													
170	2441	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Cherry Creek Subbasin	Cherry Creek - N Fork	Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-003659	47.751425	-121.911286																						84.8								
171	281	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Cherry Creek Subbasin	Cherry Creek - N Fork tributary	King County - Roads	ESA Water Quality	E1239	47.763669	-121.927195											78.8	65	80.3	98.7	95.8	97.4	96.2													
172	283	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Cherry Creek Subbasin	Cherry Creek tributary	King County - Roads	ESA Water Quality	E1076	47.740329	-121.906761						34.5	78.2	69.4	89.1	78.7	83.8	75.6	64.4	86.8	82.9	61.8	83.1													
173	2702	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Cherry Creek Subbasin	Margaret Creek	King County - DNRP	Restoration and Protection of Select B-IBI Basins - King County riffle method	07CH01	47.753810	-121.894100																								87.1	94.4					
174	2371	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Cherry Creek Subbasin	Margaret Creek	King County - DNRP	Ambient Monitoring	07CHR070059	47.753810	-121.894100																						88.6	64.2	90.2	89.6	89.7	83.9	87.2	69.7	95.7
175	280	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Cherry Creek Subbasin	Margaret Creek	King County - Roads	ESA Water Quality	E1297	47.766816	-121.901033											1.2	17	8	23.9	22.9	4.9	2.8													
176	412	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Cherry Creek Subbasin	Peoples Creek	Snohomish County	Ambient	peoples	47.802711	-121.960954													77.7				66.5			87.4										
177	962	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Cherry Creek Subbasin	Ricci Creek	Snohomish County	Critical Area Regulations Monitoring Program	7-279	47.821204	-122.039211																59	56.8													
178	427	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Cherry Creek Subbasin	Ricci Creek	Snohomish County	Ambient	ricci	47.821204	-122.039211													78.9				66.8			86.9										
179	343	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Cherry Creek Subbasin	Snoqualmie River tributary (Cherry Creek subbasin)	King County - Roads	ESA Water Quality	E2052	47.737755	-122.014856						16.7			46.7	15.2	38.2	42.8	53.4	44.5	40	61.4	63.8													
180	352	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Cherry Creek Subbasin	Tuck Creek	King County - Roads	ESA Water Quality	E540	47.746525	-122.013959											71.7	74.6	54.3	74.8	64.1	58.1	80.7													
181	353	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Cherry Creek Subbasin	Tuck Creek	King County - Roads	ESA Water Quality	P752	47.753839	-122.018795											80.9		70.1	77.8	86.3	88.3	75.9													
182	2592	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Griffin Creek Subbasin	Griffin Creek	King County - DNRP	Ambient Monitoring	07GRN022903	47.610886	-121.864122																							70.7	76.6	82.2	75.2	75	72.8	70.5	69.5
183	2376	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Griffin Creek Subbasin	Griffin Creek	King County - DNRP	Ambient Monitoring	07GRN077319	47.615841	-121.900707																						65.7	70.7	81.1	70.4	74.2	54.2	59.7	61.2	75.1
184	2375	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Griffin Creek Subbasin	Griffin Creek	King County - DNRP	Ambient Monitoring	07GRN208791	47.605820	-121.886390																						81.4								
185	907	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Griffin Creek Subbasin	Griffin Creek	King County - DNRP	Biosolids Monitoring	GrD_KC_Biosolids	47.615149	-121.900489						76.4	73.9	71.3	90	79.3	55.1	78.3	86.2																	
186	902	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Griffin Creek Subbasin	Griffin Creek	King County - DNRP	Biosolids Monitoring	GrU_KC_Biosolids	47.614793	-121.855548						71.3	81.9	74.1	89.8	83.4	68.4	52.4	77.2																	
187	1235	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Griffin Creek Subbasin	Griffin Creek	Washington State Department of Ecology	Status and Trends WA Statewide Sentinel Site Monitoring	SEN06600-GRIF09	47.604630	-121.885050																	65	78.7	82.9	81.1	89.8	82.8	81.2	82.9	87.4	83.5	32.9	83.9	77.8	
188	1307	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Griffin Creek Subbasin	Griffin Creek	King County - DNRP	WRIA08_WS_Survey	SEN06600-GRIF09	47.605170	-121.885600																		77	77	71.4										
189	351	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Griffin Creek Subbasin	Langlois Creek tributary	King County - Roads	ESA Water Quality	E1073	47.630380	-121.882138											82.9	69.9	38.4	76.4	60.7	62.5	63.9													
190	2225	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Griffin Creek Subbasin	Mud Creek	King County - DNRP	Ambient Monitoring	07PAT001415	47.564750	-121.853444																					79.2	29.6	62	47.2	61.7	92.4	43	33.7	58.1	79.4
191	2422	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Griffin Creek Subbasin	Mud Creek	Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-001415	47.564723	-121.853445																						79.1								
192	1011	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Griffin Creek Subbasin	Mud Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-001415	47.564284	-121.853897																45.4				84.6										
193	2599	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Griffin Creek Subbasin	Snoqualmie River tributary (0430)	King County - DNRP	Ambient Monitoring	07PAT231079	47.549260	-121.888840																							93.6	78	64.9	88.5	90.6	92.9	75.5	91.3
194	69	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Harris Creek Subbasin	Adair Creek	King County - DNRP	UPD	ADR_UPD	47.714301	-122.015439				63.8		73.8	84.6	90.9					87.7	87.3		87.2	1.4													
195	340	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Harris Creek Subbasin	Adair Creek tributary	King County - Roads	ESA Water Quality	E2072	47.709167	-122.002589						5.9			12.6	4.5	8.1	5.3	2.1	9.3	9	0.8	5.8													
196	2368	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Harris Creek Subbasin	Ames Creek	King County - DNRP	Ambient Monitoring	07HAR070087	47.652920	-121.960870																						70.7	53.9	49.1	50.6	80.4	76.5	60.3		
197	275	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Harris Creek Subbasin	Ames Creek	King County - Roads	ESA Water Quality	E2032	47.673641	-121.976412											38.8	40.4	47.3	60.4	67.8	69.4	46.9													
198	2381	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Harris Creek Subbasin	Harris Creek	King County - DNRP	Ambient Monitoring	07HAR055371	47.726195	-121.879791																						60.2								
199	302	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Harris Creek Subbasin	Harris Creek	King County - Roads	ESA Water Quality	E1088	47.694576	-121.900166											80.5	64.2	69.9	78.5	73.3	66.7	56.3													
200	303	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Harris Creek Subbasin	Harris Creek	King County - Roads	ESA Water Quality	E1105	47.721954	-121.876792							42.6	75.8	79.5	41.2	39.2	63.7	51	48.5	71.9		63.9													
201	2366	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Harris Creek Subbasin	Snoqualmie River tributary (Harris Creek subbasin)	King County - DNRP	Ambient Monitoring	07HAR025863	47.682790	-121.920490																						59.2	60.2	54.5	66.2	80.8	75	70.1	57.7	11.4
202	75	WRIA 7 - Snohomish	Lower Snoqualmie Basin	Harris Creek Subbasin	Snoqualmie River tributary (Harris Creek subbasin)	King County - DNRP	UPD	WAL_UPD	47.701996	-122.016166				64.6		46.2	71.2	58.3				50.3	51.6	73.7	48.4		32.6													
