Row	Visit ID	Site ID	WRIA Number	WRIA	Basin	Subbasin	Stream	Agency	Project	Site Code	Latitude	Longitude	Event Date	Date Released	Taxonomic Resolution	Total SqFt	Taxa Richness Quantity	Ephemeroptera Richness Quantity	Plecoptera Richness Quantity	Trichoptera Richness Quantity	EPT Richness Quantity	Clinger Richness Quantity	Long-Lived Richness Quantity	Intolerant Richness Quantity	Percent Dominant Quantity	Predator Percent Quantity	Tolerant Percent Quantity	Number of Organisms	Overall Score	Taxa Richness Score	Ephemeroptera Richness Score	Plecoptera Richness Score	Trichoptera Richness Score	Clinger Richness Score	Long-Lived Richness Score	Intolerant Richness Score	Percent Dominant Score	Predator Percent Score	Tolerant Percent Score
66	12888	3099	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	E Lake Washington - Bellevue N Subbasin	Yarrow Creek Subbasin	City of Bellevue	Macroinvertebrates	YarrowMain_21	47.639670	-122.185770	8/7/2023	3/20/2024	Fine	8	42	2	4	5	11	16	9	0	36.3%	15.7%	16.2%	421	52.4	5.2	1.4	4.3	5.0	5.3	8.8	0.0	8.8	7.4	6.2
67	12878	1940	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	E Lake Washington - Bellevue N Subbasin	Yarrow Creek Subbasin	City of Bellevue	Macroinvertebrates	YarrowWestTribBelRM0.2	47.642250	-122.204170	10/3/2023	3/20/2024	Fine	8	15	1	1	1	3	4	3	0	57.1%	1.8%	26.8%	56	8.6	0.0	0.0	0.0	0.0	0.0	1.2	0.0	3.2	0.4	3.8
68	12143	1229	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	E Lake Washington - Bellevue S Subbasin	Lakehurst Creek	City of Bellevue	Macroinvertebrates	Lkhrst405RM0.3	47.555370	-122.188856	7/28/2022	2/21/2023	Fine	8	24	1	1	2	4	3	3	0	74.0%	2.0%	66.6%	500	3.0	0.0	0.0	0.0	1.2	0.0	1.2	0.0	0.0	0.5	0.0
69	12816	204	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	E Lake Washington - Kenmore N Subbasin	Lake Washington tributary (0056)	King County - DNRP	Ambient Monitoring	08WES1178	47.766499	-122.263888	7/24/2023	4/16/2024	Fine	8	32	1	2	3	6	9	5	0	52.2%	2.2%	38.4%	500	16.8	1.7	0.0	1.4	2.5	1.2	3.8	0.0	4.5	0.6	1.1
70	12727	131	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	E Lake Washington - Kenmore S Subbasin	Denny Creek	King County - DNRP	Ambient Monitoring	08EAS1536	47.709929	-122.248781	8/15/2023	5/17/2024	Fine	8	32	2	6	2	10	9	4	0	59.4%	5.0%	9.4%	500	27.6	1.7	1.4	7.1	1.2	1.2	2.5	0.0	2.6	2.0	7.8
71	12728	134	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Forbes Creek Subbasin	Forbes Creek (0242)	King County - DNRP	Ambient Monitoring	08EAS2191	47.695551	-122.197014	8/15/2023	4/18/2024	Fine	8	33	1	2	1	4	9	5	0	53.0%	0.8%	39.2%	500	13.6	2.1	0.0	1.4	0.0	1.2	3.8	0.0	4.3	0.0	0.9
72	13164	559	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Forbes Creek Subbasin	Forbes Creek (0242)	City of Kirkland	B-IBI	ForbesKirk1	47.696825	-122.183463	8/28/2023	5/8/2024	Fine	8	25	1	2	2	5	9	4	0	50.5%	1.2%	35.1%	402	13.3	0.0	0.0	1.4	1.2	1.2	2.5	0.0	5.0	0.1	1.8
73	12501	560	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Forbes Creek Subbasin	Forbes Creek (0242)	City of Kirkland	B-IBI	ForbesKirk2	47.696664	-122.188156	8/26/2022	3/13/2023	Fine	8	18	1	1	4	6	8	5	0	62.7%	11.0%	16.1%	118	21.0	0.0	0.0	0.0	3.8	0.6	3.8	0.0	1.7	5.0	6.3
74	13161	1602	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Juanita Creek Subbasin	Juanita Creek	City of Kirkland	B-IBI	BillyKirk1	47.713408	-122.215624	8/22/2023	5/8/2024	Fine	8	26	1	2	2	5	5	2	0	52.6%	0.8%	14.0%	500	13.9	0.0	0.0	1.4	1.2	0.0	0.0	0.0	4.4	0.0	6.7
75	12498	1604	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Juanita Creek Subbasin	Juanita Creek	City of Kirkland	B-IBI	E1186	47.725800	-122.192800	8/26/2022	3/13/2023	Fine	8	23	1	2	3	6	9	4	0	47.8%	10.8%	17.7%	203	24.1	0.0	0.0	1.4	2.5	1.2	2.5	0.0	5.7	4.9	5.9
76	13162	1862	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Juanita Creek Subbasin	Juanita Creek	City of Kirkland	B-IBI	HazenHills	47.719000	-122.179000	8/24/2023	5/8/2024	Fine	8	22	1	2	1	4	4	3	0	71.4%	1.6%	70.0%	437	3.0	0.0	0.0	1.4	0.0	0.0	1.2	0.0	0.0	0.3	0.0
77	12499	555	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Juanita Creek Subbasin	Juanita Creek	City of Kirkland	B-IBI	JuanitaKirk1	47.715982	-122.207378	8/31/2022	3/13/2023	Fine	8	27	1	2	4	7	12	5	0	39.6%	2.6%	22.2%	500	25.5	0.0	0.0	1.4	3.8	2.9	3.8	0.0	7.9	0.8	4.8
78	13160	557	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Juanita Creek Subbasin	Juanita Creek	City of Kirkland	B-IBI	JuanitaKirk3	47.711081	-122.210285	8/22/2023	5/8/2024	Fine	8	33	1	2	4	7	14	7	0	63.0%	3.0%	16.8%	500	26.3	2.1	0.0	1.4	3.8	4.1	6.2	0.0	1.6	1.0	6.1
79	12500	558	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Juanita Creek Subbasin	Juanita Creek	City of Kirkland	B-IBI	JuanitaKirk4	47.707183	-122.215498	8/31/2022	3/13/2023	Fine	8	32	1	2	4	7	15	5	0	43.6%	4.2%	13.8%	500	30.6	1.7	0.0	1.4	3.8	4.7	3.8	0.0	6.9	1.6	6.8
80	12502	1603	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Juanita Creek Subbasin	Juanita Creek	City of Kirkland	B-IBI	KingsgateKirk1	47.721479	-122.196523	8/25/2022	3/13/2023	Fine	8	24	2	2	1	5	7	5	0	67.2%	4.4%	68.0%	500	8.8	0.0	1.4	1.4	0.0	0.0	3.8	0.0	0.5	1.7	0.0
81	12716	138	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Kelsey Creek Subbasin	East Creek	King County - DNRP	Ambient Monitoring	08EAS2546	47.582723	-122.157426	8/31/2023	4/1/2024	Fine	8	18	1	1	1	3	7	3	0	87.2%	0.5%	79.8%	430	1.2	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0
82	12846	3095	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Kelsey Creek Subbasin	Goff Creek	City of Bellevue	Macroinvertebrates	Goff132nd_21	47.619900	-122.164000	10/2/2023	3/20/2024	Fine	8	14	1	1	1	3	4	3	0	95.6%	1.2%	2.6%	500	10.7	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.1	9.4
83	12847	563	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Kelsey Creek Subbasin	Goff Creek	City of Bellevue	Macroinvertebrates	GoffBelRM1.4	47.631000	-122.166000	10/2/2023	3/20/2024	Fine	8	23	1	1	2	4	5	5	0	63.0%	10.0%	40.4%	500	11.7	0.0	0.0	0.0	1.2	0.0	3.8	0.0	1.6	4.5	0.6
84	11680	3112	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Kelsey Creek Subbasin	Goff Creek	City of Bellevue	Macroinvertebrates	GoffUsBp_21	47.631735	-122.166220	8/2/2021	11/1/2021	Fine	8	27	1	1	3	5	5	5	0	67.6%	2.2%	53.0%	500	7.2	0.0	0.0	0.0	2.5	0.0	3.8	0.0	0.4	0.6	0.0
85	12803	135	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Kelsey Creek Subbasin	Kelsey Creek	King County - DNRP	Ambient Monitoring	08EAS2272	47.623286	-122.156843	8/31/2023	4/16/2024	Fine	8	25	1	3	3	7	9	6	0	70.2%	1.0%	31.6%	500	14.2	0.0	0.0	2.9	2.5	1.2	5.0	0.0	0.0	0.0	2.7
86	12844	570	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Kelsey Creek Subbasin	Kelsey Creek	City of Bellevue	Macroinvertebrates	KelBelRM0.2	47.603000	-122.181000	10/5/2023	3/20/2024	Fine	8	35	2	1	3	6	12	5	1	63.2%	2.4%	53.4%	500	17.1	2.8	1.4	0.0	2.5	2.9	3.8	1.4	1.6	0.7	0.0
87	12422	565	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Kelsey Creek Subbasin	Kelsey Creek	City of Bellevue	Macroinvertebrates	KelBelRM2.3	47.614000	-122.164000	8/15/2022	2/21/2023	Fine	8	32	1	2	5	8	13	3	0	57.4%	1.0%	8.0%	500	24.2	1.7	0.0	1.4	5.0	3.5	1.2	0.0	3.1	0.0	8.1
88	12876	566	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Kelsey Creek Subbasin	Kelsey Creek	City of Bellevue	Macroinvertebrates	KelBelRM2.4	47.616000	-122.164000	10/2/2023	3/20/2024	Fine	8	28	1	3	4	8	11	5	0	73.6%	1.4%	9.9%	497	21.0	0.3	0.0	2.9	3.8	2.4	3.8	0.0	0.0	0.2	7.7
89	12770	569	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Kelsey Creek Subbasin	Kelsey Creek	City of Bellevue	Macroinvertebrates	KelBelRM3.9	47.620790	-122.144490	8/2/2023	3/20/2024	Fine	8	29	1	0	2	3	9	3	0	53.6%	3.4%	15.9%	498	16.0	0.7	0.0	0.0	1.2	1.2	1.2	0.0	4.2	1.2	6.3
90	12849	1228	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Kelsey Creek Subbasin	Kelsey Creek, West Tributary	City of Bellevue	Macroinvertebrates	WestTribFarmRM0.4	47.604893	-122.164781	10/2/2023	3/20/2024	Fine	8	30	1	3	2	6	12	6	0	46.8%	1.8%	15.8%	500	25.8	1.0	0.0	2.9	1.2	2.9	5.0	0.0	6.0	0.4	6.3
91	12776	3109	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Kelsey Creek Subbasin	Valley Creek (Bellevue)	City of Bellevue	Macroinvertebrates	ValleyAPTS_21	47.632640	-122.152150	7/26/2023	3/20/2024	Fine	8	28	3	3	3	9	10	6	0	56.6%	3.8%	15.0%	500	26.6	0.3	2.9	2.9	2.5	1.8	5.0	0.0	3.4	1.4	6.5
92	12778	3094	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Kelsey Creek Subbasin	Valley Creek (Bellevue)	City of Bellevue	Macroinvertebrates	ValleyBGC_21	47.653400	-122.151600	7/26/2023	3/20/2024	Fine	8	31	1	2	3	6	5	3	0	66.6%	4.0%	46.0%	500	8.7	1.4	0.0	1.4	2.5	0.0	1.2	0.0	0.6	1.5	0.0
93	12671	123	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Lower Cedar River Subbasin	Cedar River - Lower tributary (0311)	King County - DNRP	Ambient Monitoring	08CED2898	47.461466	-122.125545	7/24/2023	4/1/2024	Fine	8	50	3	4	3	10	10	7	1	43.9%	24.0%	6.4%	499	52.3	7.9	2.9	4.3	2.5	1.8	6.2	1.4	6.8	10.0	8.5
94	12095	127	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Lower Cedar River Subbasin	Hotel Creek (0342)	King County - DNRP	Ambient Monitoring	08CED4975	47.410569	-121.921792	7/21/2022	3/13/2023	Fine	8	41	8	6	5	19	19	7	6	30.9%	11.0%	7.0%	473	72.2	4.8	10.0	7.1	5.0	7.1	6.2	8.6	10.0	5.0	8.4
95	12740	122	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Lower Cedar River Subbasin	Madsen Creek	King County - DNRP	Ambient Monitoring	08CED2711	47.453235	-122.137979	9/19/2023	4/16/2024	Fine	8	31	3	4	5	12	11	6	0	68.6%	7.6%	6.5%	369	32.8	1.4	2.9	4.3	5.0	2.4	5.0	0.0	0.1	3.3	8.5
96	12786	120	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Lower Cedar River Subbasin	Maplewood Creek	King County - DNRP	Ambient Monitoring	08CED2433	47.474227	-122.163593	9/18/2023	4/16/2024	Fine	8	33	4	4	5	13	16	9	2	78.6%	6.0%	15.4%	500	41.5	2.1	4.3	4.3	5.0	5.3	8.8	2.9	0.0	2.5	6.4
97	12761	121	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Lower Cedar River Subbasin	Molasses Creek	King County - DNRP	Ambient Monitoring	08CED2518	47.466759	-122.159109	8/14/2023	4/1/2024	Fine	8	44	4	6	6	16	18	8	1	44.4%	24.8%	0.6%	500	65.4	5.9	4.3	7.1	6.2	6.5	7.5	1.4	6.6	10.0	9.9
98	12752	125	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Lower Cedar River Subbasin	Rock Creek (Lower Cedar)	King County - DNRP	Ambient Monitoring	08CED4192	47.374751	-122.017672	8/8/2023	4/16/2024	Fine	8	61	9	11	10	30	28	9	8	34.6%	15.4%	10.0%	500	92.9	10.0	10.0	10.0	10.0	10.0	8.8	10.0	9.3	7.2	7.7
99	12398	518	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Lower Cedar River Subbasin	Taylor Creek/Jem Creek (Lower Cedar)	King County - DNRP	Regulatory Effectiveness	31I	47.409127	-122.025259	10/5/2022	2/6/2023	Coarse	3	41	8	8	9	25	24	8	6	37.4%	13.4%	12.6%	500	89.3	10.0	10.0	10.0	10.0	10.0	7.5	8.6	10.0	6.2	7.1
100	12663	129	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Lower Cedar River Subbasin	Webster Creek - Upper (0341)	King County - DNRP	Ambient Monitoring	08CED5046	47.427700	-121.915450	8/1/2023	4/18/2024	Fine	8	57	6	8	12	26	28	14	10	23.9%	39.0%	0.3%	356	97.1	10.0	7.1	10.0	10.0	10.0	10.0	10.0	10.0	10.0	9.9
101	12399	517	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Lower Cedar River Subbasin	Webster Creek - Upper (0341)	King County - DNRP	Regulatory Effectiveness	31Q	47.416394	-121.919380	10/5/2022	2/6/2023	Coarse	3	41	8	9	10	27	27	9	8	53.4%	10.6%	0.6%	500	90.9	10.0	10.0	10.0	10.0	10.0	8.8	10.0	7.5	4.8	9.9
102	12704	201	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Lyon Creek Subbasin	Lyon Creek	King County - DNRP	Ambient Monitoring	08WES0905	47.759565	-122.286830	9/8/2023	5/17/2024	Fine	8	32	4	4	4	12	17	8	0	52.2%	10.4%	22.2%	500	41.5	1.7	4.3	4.3	3.8	5.9	7.5	0.0	4.5	4.7	4.8
103	13681	760	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Lyon Creek Subbasin	Lyon Creek	City of Lake Forest Park	Benthic Invertebrates	LyonLFPS35th	47.768000	-122.293550	9/28/2024	12/23/2024	Coarse	3	29	4	5	6	15	15	7	0	44.0%	3.8%	17.6%	500	51.9	6.2	4.3	5.7	6.2	5.9	6.2	0.0	10.0	1.4	5.9
104	13682	761	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Lyon Creek Subbasin	Lyon Creek	City of Lake Forest Park	Benthic Invertebrates	LyonLFPSFiene	47.756917	-122.283400	9/28/2024	12/23/2024	Coarse	3	29	2	5	4	11	13	7	0	50.0%	5.8%	14.8%	500	45.4	6.2	1.4	5.7	3.8	4.7	6.2	0.0	8.4	2.4	6.6
105	12683	132	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	May Creek Subbasin	May Creek (Lake Washington)	King County - DNRP	Ambient Monitoring	08EAS1964	47.529663	-122.200605	8/24/2023	4/18/2024	Fine	8	42	4	5	5	14	19	7	1	37.6%	6.6%	22.6%	500	50.9	5.2	4.3	5.7	5.0	7.1	6.2	1.4	8.5	2.8	4.7
106	12977	133	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	May Creek Subbasin	May Creek (Lake Washington)	King County - DNRP	Ambient Monitoring	08EAS2058	47.519171	-122.194691	7/20/2023	5/17/2024	Fine	8	49	5	8	5	18	21	5	1	41.0%	7.4%	11.4%	500	59.8	7.6	5.7	10.0	5.0	8.2	3.8	1.4	7.6	3.2	7.3
107	12789	139	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	May Creek Subbasin	May Creek (Lake Washington)	King County - DNRP	Ambient Monitoring	08EAS2631	47.518948	-122.163144	8/28/2023	4/16/2024	Fine	8	44	4	6	7	17	23	8	4	39.2%	33.1%	1.2%	487	75.2	5.9	4.3	7.1	7.5	9.4	7.5	5.7	8.1	10.0	9.7
108	12969	200	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	McAleer Creek Subbasin	McAleer Creek	King County - DNRP	Ambient Monitoring	08WES0903	47.752199	-122.281877	9/19/2023	5/17/2024	Fine	8	36	5	3	3	11	14	5	0	52.8%	3.4%	19.6%	500	33.1	3.1	5.7	2.9	2.5	4.1	3.8	0.0	4.4	1.2	5.4
109	12328	3113	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	McAleer Creek Subbasin	McAleer Creek	City of Lake Forest Park	Benthic Invertebrates	2900PerkinsWay	47.759895	-122.297523	10/9/2022	11/7/2022	Coarse	3	28	5	4	6	15	17	7	1	57.4%	8.4%	10.2%	500	54.5	5.7	5.7	4.3	6.2	7.1	6.2	1.4	6.5	3.7	7.6
110	13685	762	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	McAleer Creek Subbasin	McAleer Creek	City of Lake Forest Park	Benthic Invertebrates	McAlLFPS196th	47.770600	-122.311500	9/28/2024	12/23/2024	Coarse	3	30	6	4	6	16	16	4	1	47.6%	5.8%	28.2%	500	49.6	6.7	7.1	4.3	6.2	6.5	2.5	1.4	9.1	2.4	3.4
111	13686	763	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	McAleer Creek Subbasin	McAleer Creek	City of Lake Forest Park	Benthic Invertebrates	McAlLFPSAnmlAcres	47.755417	-122.287550	9/28/2024	12/23/2024	Coarse	3	23	1	4	5	10	10	6	0	77.3%	2.7%	3.3%	449	31.9	3.3	0.0	4.3	5.0	2.9	5.0	0.0	1.2	0.9	9.2
112	12773	3100	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Mercer Slough Subbasin	Sunset Creek	City of Bellevue	Macroinvertebrates	SunsetCC_21	47.569810	-122.144620	7/25/2023	3/20/2024	Fine	8	29	1	1	2	4	6	3	0	46.8%	1.8%	18.6%	500	15.3	0.7	0.0	0.0	1.2	0.0	1.2	0.0	6.0	0.4	5.7
113	12146	3111	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Mercer Slough Subbasin	Sunset Creek	City of Bellevue	Macroinvertebrates	SunsetRavine_21	47.579230	-122.161870	7/20/2022	2/21/2023	Fine	8	20	1	1	1	3	3	5	0	77.4%	0.2%	38.4%	500	4.8	0.0	0.0	0.0	0.0	0.0	3.8	0.0	0.0	0.0	1.1
114	12968	199	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Maple Leaf Creek	King County - DNRP	Ambient Monitoring	08WES0629	47.702708	-122.308342	8/17/2023	5/17/2024	Fine	8	25	1	1	4	6	9	5	0	46.9%	3.8%	16.9%	130	22.1	0.0	0.0	0.0	3.8	1.2	3.8	0.0	6.0	1.4	6.1
115	12762	469	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Thornton Creek	City of Seattle	Project Evaluation	95T	47.696700	-122.277700	8/30/2023	12/12/2023	Fine	9	13	2	0	1	3	6	3	0	96.6%	0.0%	1.6%	500	12.3	0.0	1.4	0.0	0.0	0.0	1.2	0.0	0.0	0.0	9.6
116	12842	475	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Thornton Creek	City of Seattle	Project Evaluation	KNKC	47.702320	-122.308610	10/3/2023	12/12/2023	Fine	9	28	1	1	3	5	8	4	0	62.8%	4.2%	22.2%	500	14.0	0.3	0.0	0.0	2.5	0.6	2.5	0.0	1.7	1.6	4.8
117	12843	2681	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Thornton Creek	City of Seattle	Project Evaluation	KNKT_D	47.701090	-122.307560	10/3/2023	12/12/2023	Fine	9	28	1	1	3	5	8	6	0	64.2%	2.4%	17.0%	500	16.5	0.3	0.0	0.0	2.5	0.6	5.0	0.0	1.3	0.7	6.0
118	12841	2682	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Thornton Creek	City of Seattle	Project Evaluation	KNKT_U	47.701401	-122.308410	10/3/2023	12/12/2023	Fine	9	21	1	1	3	5	6	4	0	67.0%	2.4%	20.0%	500	11.6	0.0	0.0	0.0	2.5	0.0	2.5	0.0	0.5	0.7	5.3
119	12219	2607	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Thornton Creek	City of Seattle	Status & Trends	KNKT-U	47.701401	-122.308410	8/30/2022	6/13/2023	Fine	9	22	1	1	3	5	7	4	0	69.4%	1.2%	48.2%	500	5.1	0.0	0.0	0.0	2.5	0.0	2.5	0.0	0.0	0.1	0.0
120	12840	3028	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Thornton Creek	City of Seattle	Project Evaluation	LCPFP_1	47.719482	-122.303475	10/3/2023	12/12/2023	Fine	9	19	1	1	2	4	6	4	0	70.2%	1.2%	49.4%	500	3.9	0.0	0.0	0.0	1.2	0.0	2.5	0.0	0.0	0.1	0.0
121	12756	3029	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Thornton Creek	City of Seattle	Project Evaluation	LCPFP_2	47.720926	-122.304972	8/16/2023	12/12/2023	Fine	9	23	1	2	3	6	7	5	0	70.6%	3.2%	70.0%	500	8.8	0.0	0.0	1.4	2.5	0.0	3.8	0.0	0.0	1.1	0.0
122	12839	473	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Thornton Creek	City of Seattle	Project Evaluation	NFCC	47.710710	-122.289500	10/3/2023	12/12/2023	Fine	9	28	1	0	4	5	10	7	0	60.2%	9.0%	23.4%	500	23.0	0.3	0.0	0.0	3.8	1.8	6.2	0.0	2.4	4.0	4.6
123	12764	471	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Thornton Creek	City of Seattle	Project Evaluation	NFCT	47.706900	-122.289900	8/28/2023	12/12/2023	Fine	9	35	1	2	5	8	13	9	0	49.4%	10.0%	48.8%	500	31.3	2.8	0.0	1.4	5.0	3.5	8.8	0.0	5.3	4.5	0.0
124	12759	474	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Thornton Creek	City of Seattle	Project Evaluation	SFCC	47.706920	-122.291150	8/21/2023	12/12/2023	Fine	9	24	1	1	4	6	8	4	0	69.0%	2.2%	61.6%	500	7.4	0.0	0.0	0.0	3.8	0.6	2.5	0.0	0.0	0.6	0.0
125	12832	476	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Thornton Creek	City of Seattle	Project Evaluation	SFCT	47.706912	-122.290087	8/21/2023	12/12/2023	Fine	9	30	1	1	2	4	7	5	0	74.2%	1.6%	39.0%	500	7.3	1.0	0.0	0.0	1.2	0.0	3.8	0.0	0.0	0.3	0.9
126	13757	3486	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Thornton Creek	Sno-King Watershed Council	Sno-King Watershed Council benthic macroinvertebrate analysis of urban & suburban streams in King and Snohomish Counties	TCA001	47.703920	-122.310570	9/16/2024	12/24/2024	Fine	8	20	1	1	2	4	8	5	0	66.0%	1.2%	29.0%	500	9.8	0.0	0.0	0.0	1.2	0.6	3.8	0.0	0.8	0.1	3.3
127	12755	467	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Thornton Creek	City of Seattle	Status & Trends	TMMA1199	47.706374	-122.290034	8/16/2023	12/12/2023	Fine	9	28	1	2	4	7	10	6	0	70.2%	3.2%	42.2%	500	13.6	0.3	0.0	1.4	3.8	1.8	5.0	0.0	0.0	1.1	0.2
128	12831	46	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Thornton Creek	City of Seattle	Status & Trends	TMMA3168	47.696096	-122.276095	8/30/2023	12/12/2023	Fine	9	16	1	0	2	3	6	5	0	93.0%	0.2%	3.0%	500	14.3	0.0	0.0	0.0	1.2	0.0	3.8	0.0	0.0	0.0	9.3
129	12879	47	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Thornton Creek	City of Seattle	Status & Trends	TMMA8751	47.705096	-122.287017	10/3/2023	12/12/2023	Fine	9	33	1	0	3	4	11	8	0	63.6%	1.8%	62.8%	500	16.3	2.1	0.0	0.0	2.5	2.4	7.5	0.0	1.5	0.4	0.0
130	12700	49	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Thornton Creek	City of Seattle	Status & Trends	TNMA0609	47.724785	-122.314558	8/16/2023	12/12/2023	Fine	9	22	1	1	4	6	9	3	0	74.0%	0.4%	59.2%	500	6.2	0.0	0.0	0.0	3.8	1.2	1.2	0.0	0.0	0.0	0.0
131	12833	51	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Thornton Creek	City of Seattle	Status & Trends	TNMA7673	47.723404	-122.318472	8/21/2023	12/12/2023	Fine	9	18	1	2	2	5	4	3	0	73.4%	6.0%	78.8%	500	6.4	0.0	0.0	1.4	1.2	0.0	1.2	0.0	0.0	2.5	0.0
132	11559	53	8	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Thornton Creek	City of Seattle	Status & Trends	TSMA6612	47.706561	-122.318321	8/10/2021	4/7/2022	Fine	9	20	1	0	3	4	6	3	0	76.8%	0.8%	61.8%	500	3.8	0.0	0.0	0.0	2.5	0.0	1.2	0.0	0.0	0.0	0.0
