Row,Site ID,WRIA,Basin,Subbasin,Stream,Agency,Project,Site Code,Latitude,Longitude,2020,2021,2022,2023,2024
496,1284,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Carr Inlet Subbasin,Burley Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-037 - Lower,47.4146,-122.6315,48.5,,53.9,,59.3
497,87,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Carr Inlet Subbasin,Crescent Creek,Pierce County,Pierce County Watershed Health Monitoring (from 2016),GH_CRES_0.81,47.357793,-122.578397,,,67.4,,
498,869,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Carr Inlet Subbasin,Curley Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-038 - Lower,47.51505,-122.55135,39.7,55.7,33.8,47.8,50.3
499,2820,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Carr Inlet Subbasin,Goodnough Creek,Pierce County,Pierce County Watershed Health Monitoring (from 2016),GH_GOOD_0.31,47.382185,-122.620521,,51.2,,,
500,92,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Carr Inlet Subbasin,McCormick Creek (Gig Harbor),Pierce County,Pierce County Watershed Health Monitoring (from 2016),GH_MCCO_0.71,47.363277,-122.618589,40.9,,,32.5,
501,1285,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Carr Inlet Subbasin,Olalla Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-041,47.4284,-122.568,32,,72.1,,68
502,908,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Carr Inlet Subbasin,Purdy Creek (Burley Lagoon),Pierce County,Pierce County Watershed Health Monitoring (from 2016),GH_PURD_0.14,47.389211,-122.625041,,,66.8,,
503,2614,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Carr Inlet Subbasin,Purdy Creek (Burley Lagoon),Kitsap County,Watershed Health Monitoring,KCSSWM-058,47.403382,-122.614812,90.7,,68.1,,82
504,3484,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Carr Inlet Subbasin,Purdy Creek (Burley Lagoon),Kitsap County,Watershed Health Monitoring,KCSSWM-058a,47.40466,-122.613614,,,,,78.9
505,896,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Carr Inlet Subbasin,Ray Nash Creek,Pierce County,Pierce County Watershed Health Monitoring (from 2016),GH_RAYN_0.04,47.318713,-122.659257,,47.2,,,
506,2277,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Carr Inlet Subbasin,Salmonberry Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-054- (Curley Trib),47.511472,-122.597103,,47.8,,35.9,
507,871,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Carr Inlet Subbasin,Wilson Creek (Colvos Passage),Kitsap County,Watershed Health Monitoring,KCSSWM-042,47.490533,-122.520763,,69.2,,66.9,
508,1270,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Dyes Inlet / Central Kitsap Subbasin,Barker Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-001 - Lower,47.6378,-122.6701,57.7,69.2,60.4,60.4,55
509,889,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Dyes Inlet / Central Kitsap Subbasin,Chico Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-002 - Mountaineers,47.586363,-122.729751,,,67.5,,
510,1268,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Dyes Inlet / Central Kitsap Subbasin,Chico Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-007 - Lower,47.5922,-122.7088,79,,74.9,58.3,80
511,1273,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Dyes Inlet / Central Kitsap Subbasin,Clear Creek (Kitsap),Kitsap County,Watershed Health Monitoring,KCSSWM-016 - Lower,47.6536,-122.6853,,,,,17.3
512,1281,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Dyes Inlet / Central Kitsap Subbasin,Clear Creek (Kitsap),Kitsap County,Watershed Health Monitoring,KCSSWM-017 - Upper West,47.6699,-122.6922,,59.9,,61.2,
513,1789,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Dyes Inlet / Central Kitsap Subbasin,Clear Creek (Kitsap),Kitsap County,Watershed Health Monitoring,KCSSWM-045,47.683181,-122.698327,72.5,,73,,
514,1952,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Dyes Inlet / Central Kitsap Subbasin,Clear Creek (Kitsap),Kitsap County,Watershed Health Monitoring,KCSSWM-049,47.664383,-122.682095,,,5.6,,
515,2615,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Dyes Inlet / Central Kitsap Subbasin,Clear Creek (Kitsap),Kitsap County,Watershed Health Monitoring,KCSSWM-059,47.654129,-122.685576,27.2,22,16.2,21.2,
516,1269,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Dyes Inlet / Central Kitsap Subbasin,Dickerson Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-008 - (Chico Trib),47.5831,-122.7168,,,78.5,,83.6
517,1788,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Dyes Inlet / Central Kitsap Subbasin,Dickerson Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-046,47.586477,-122.714796,,94,,88.4,
518,2613,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Dyes Inlet / Central Kitsap Subbasin,Dickerson Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-060,47.584188,-122.716094,89,,91.7,,99.5
519,870,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Dyes Inlet / Central Kitsap Subbasin,Illahee Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-010,47.609583,-122.5987,,50.6,,70.9,
520,2517,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Dyes Inlet / Central Kitsap Subbasin,Lost Creek (Dyes Inlet),Kitsap County,Watershed Health Monitoring,KCSSWM-057,47.587552,-122.734523,91.4,91,,,88.5
521,1288,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Dyes Inlet / Central Kitsap Subbasin,Mosher Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-012,47.6122,-122.6547,70.1,68.4,,61.5,
522,1275,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Dyes Inlet / Central Kitsap Subbasin,Steele Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-032 - Lower Main,47.6525,-122.6297,47.3,35.7,46.3,48.8,59.5
523,1289,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Dyes Inlet / Central Kitsap Subbasin,Strawberry Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-015,47.6474,-122.6986,67.2,55.6,70,54.8,51.7
524,2516,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Dyes Inlet / Central Kitsap Subbasin,Wildcat Creek (Dyes Inlet),Kitsap County,Watershed Health Monitoring,KCSSWM-056,47.589032,-122.736157,71.9,,,89.2,
525,1590,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Key Peninsula Subbasin,Huge Creek,Pierce County,Pierce County Watershed Health Monitoring (from 2016),KP_HUGE_0.27,47.389252,-122.69846,48.4,,,54,
526,1640,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Key Peninsula Subbasin,Little Minter Creek,Pierce County,Pierce County Watershed Health Monitoring (from 2016),KP_LMIN_0.34,47.381459,-122.694931,50.6,,,,
527,107,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Key Peninsula Subbasin,Minter Creek (Key Peninsula),Pierce County,Pierce County Watershed Health Monitoring (from 2016),KP_MINT_0.62,47.377118,-122.701725,,,,81.2,
528,2952,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Key Peninsula Subbasin,Rocky Creek,Pierce County,Pierce County Watershed Health Monitoring (from 2016),KP_ROCK_0.10,47.371796,-122.781908,,,48.3,,
529,1292,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Liberty-Miller-Appletree Subbasin,Big Scandia Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-020,47.7155,-122.6574,70,,69.8,,83.7
530,2279,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Liberty-Miller-Appletree Subbasin,Bjorgen Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-053,47.7182,-122.6178,,51.3,42.8,,47.2
531,867,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Liberty-Miller-Appletree Subbasin,Carpenter Creek (Kitsap),Kitsap County,Watershed Health Monitoring,KCSSWM-022 - Upper,47.810435,-122.521057,,54.6,,57.1,
532,2282,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Liberty-Miller-Appletree Subbasin,Cowling Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-050,47.745324,-122.562,,,65.1,,77.7
533,1282,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Liberty-Miller-Appletree Subbasin,Dogfish Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-024 - Lower Main,47.7522,-122.6474,59.3,68,62.8,65.9,55.2
534,875,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Liberty-Miller-Appletree Subbasin,Dogfish Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-025 - Upper West Fork,47.762461,-122.637206,74.9,,,84.1,
535,1283,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Liberty-Miller-Appletree Subbasin,Dogfish Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-026 - Upper East Fork,47.7569,-122.6319,,60,,44,
536,1294,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Liberty-Miller-Appletree Subbasin,Johnson Creek (Kitsap),Kitsap County,Watershed Health Monitoring,KCSSWM-029,47.7335,-122.6634,78.5,,64.5,,81.7
537,2278,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Liberty-Miller-Appletree Subbasin,Johnson Creek (Kitsap),Kitsap County,Watershed Health Monitoring,KCSSWM-055,47.733053,-122.664181,,90.7,,85,
538,2280,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Liberty-Miller-Appletree Subbasin,Lemolo Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-052,47.7287,-122.6109,,77.6,,75.9,
539,1291,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,S Sinclair Inlet Subbasin,Anderson Creek (Kitsap),Kitsap County,Watershed Health Monitoring,KCSSWM-019,47.523923,-122.682634,,49.6,,52.4,
540,866,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,S Sinclair Inlet Subbasin,Blackjack Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-034 - Lower,47.5349,-122.632,73.6,62.6,51.3,61.4,71.3
541,1276,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,S Sinclair Inlet Subbasin,Blackjack Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-035 - Middle,47.5163,-122.6387,,49,,55.1,
542,1277,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,S Sinclair Inlet Subbasin,Blackjack Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-036 - Upper (Square Ck),47.4799,-122.6642,,71.5,,69.7,
543,1299,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,S Sinclair Inlet Subbasin,Gorst Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-040,47.5305,-122.7136,,70.2,55.5,,41
544,2824,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,S Sinclair Inlet Subbasin,Heins Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-062,47.531455,-122.717537,,81.4,,82.6,
545,1290,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,S Sinclair Inlet Subbasin,Parish Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-018 - (Gorst Trib),47.5284,-122.7142,,89.5,80.2,,77.9
546,1866,WRIA 18 - Elwha-Dungeness,Dungeness River Basin,Lower Dungeness River Subbasin,Canyon Creek (Dungeness),Washington State Department of Ecology,Ambient Freshwater Biological Monitoring Program,BIO06600-CANY02,48.02311,-123.13981,,,,90.1,
547,579,WRIA 18 - Elwha-Dungeness,Elwha River Basin,Sutherland/Aldwell Lakes Subbasin,Little River,Washington State Department of Ecology,Ambient Freshwater Biological Monitoring Program,BIO06600-SLIT01,48.05199,-123.50697,,67.9,,,
548,2108,WRIA 18 - Elwha-Dungeness,Port Angeles Basin,Port Angeles Bay Subbasin,Ennis Creek,Clallam County,Streamkeepers,Ennis 0.1,48.114685,-123.406289,,,64.7,,
549,2109,WRIA 18 - Elwha-Dungeness,Port Angeles Basin,Port Angeles Bay Subbasin,Ennis Creek,Clallam County,Streamkeepers,Ennis 1.4,48.101265,-123.391713,,,58,,
550,2168,WRIA 18 - Elwha-Dungeness,Port Angeles Basin,Port Angeles Bay Subbasin,Peabody Creek,Clallam County,Streamkeepers,Peabody 1.0,48.106876,-123.426477,,,71.1,,
551,1868,WRIA 18 - Elwha-Dungeness,Port Angeles Basin,Port Angeles Bay Subbasin,Tumwater Creek,Washington State Department of Ecology,Ambient Freshwater Biological Monitoring Program,BIO06600-TUMW02,48.09074,-123.47264,,87.3,,,
552,2192,WRIA 18 - Elwha-Dungeness,Port Angeles Basin,Port Angeles Bay Subbasin,Tumwater Creek,Clallam County,Streamkeepers,Tumwater 0.1a,48.122122,-123.446969,,,59.9,,
553,3235,WRIA 18 - Elwha-Dungeness,Port Angeles Basin,Port Angeles Bay Subbasin,Tumwater Creek,Clallam County,Streamkeepers,Tumwater 0.8f,48.114617,-123.453937,,,72.2,,
554,2197,WRIA 18 - Elwha-Dungeness,Port Angeles Basin,Port Angeles Bay Subbasin,Valley Creek (Port Angeles),Clallam County,Streamkeepers,Valley 1.0,48.110542,-123.450351,,,68.4,,
555,2583,WRIA 20 - Sol Duc,Calawah River/Bogachiel River Basin,Lower Calawah River Subbasin,Elk Creek,Clallam County,Quileute,Elk (Calawah) 0.8,47.95952,-124.35262,93.4,,,79.1,
556,2106,WRIA 20 - Sol Duc,Calawah River/Bogachiel River Basin,Lower Calawah River Subbasin,Elk Creek,Clallam County,Quileute,Elk (Calawah) 1.9,47.952688,-124.339194,,,,84.7,
557,2107,WRIA 20 - Sol Duc,Calawah River/Bogachiel River Basin,Lower Calawah River Subbasin,Elk Creek,Clallam County,Quileute,Elk (Calawah) 2.9,47.947106,-124.308746,,,,81.4,
558,1237,WRIA 20 - Sol Duc,Mt Olympus Basin,Upper Hoh River Subbasin,Twin Creek,Washington State Department of Ecology,Status and Trends WA Statewide Sentinel Site Monitoring,SEN06600-TWIN02,47.83294,-123.9927,,75.2,73.6,74.3,
559,2190,WRIA 20 - Sol Duc,Quillayute Lowlands Basin,E Fork Dickey River Subbasin,Thunder Creek,Clallam County,Quileute,Thunder 0.8,48.013779,-124.471004,,76.6,,88,
560,2582,WRIA 20 - Sol Duc,Quillayute Lowlands Basin,Lower Bogachiel River Subbasin,Mill Creek (Forks),Clallam County,Quileute,Mill 0.1,47.928558,-124.423843,70.8,,,87.5,
561,2155,WRIA 20 - Sol Duc,Quillayute Lowlands Basin,Lower Bogachiel River Subbasin,Mill Creek (Forks),Clallam County,Quileute,Mill 3.6,47.939195,-124.380572,,,,94,
562,2075,WRIA 20 - Sol Duc,Upper Sol Duc River Basin,Sol Duc Valley Subbasin,Bear Creek (Sol Duc River),Clallam County,Quileute,Bear (Sol Duc) 0.1,48.066185,-124.234594,,,87.2,95.8,
563,2587,WRIA 20 - Sol Duc,Upper Sol Duc River Basin,Sol Duc Valley Subbasin,Bear Creek (Sol Duc River),Clallam County,Quileute,Bear (Sol Duc) 5.8,48.097749,-124.157816,,,,89.9,
564,2590,WRIA 20 - Sol Duc,Upper Sol Duc River Basin,Sol Duc Valley Subbasin,Bear Creek (Sol Duc River),Clallam County,Quileute,Bear (Sol Duc) SF 0.1,48.089956,-124.170742,,99.8,,76.1,
565,2138,WRIA 20 - Sol Duc,Upper Sol Duc River Basin,Sol Duc Valley Subbasin,Lake Creek,Clallam County,Quileute,Lake (Sol Duc) 5.9,48.089792,-124.306021,,,,75.3,
566,581,WRIA 24 - Willapa,Naselle River Basin,Lower Naselle River Subbasin,Ellsworth Creek,Washington State Department of Ecology,Status and Trends WA Statewide Sentinel Site Monitoring,SEN06600-ELLS01,46.39276,-123.88639,68.5,56.6,85.1,82.7,
567,1238,WRIA 26 - Cowlitz,Upper Cowlitz River Basin,Ohanapecosh River Subbasin,Laughing Water Creek,Washington State Department of Ecology,Status and Trends WA Statewide Sentinel Site Monitoring,SEN06600-LAUG07,46.75523,-121.54043,89.3,90.6,99.9,86.4,
568,2916,WRIA 27 - Lewis,E Fork Lewis River Basin,Yacolt Subbasin,Lockwood Creek,Clark County Clean Water Division,Clark County Assessment of Wadeable Streams,LOC020,45.854143,-122.640826,,,,,76.2
569,2931,WRIA 27 - Lewis,Lake Merwin Basin,Cedar Creek/Chelatchie Creek Subbasin,Pup Creek,Clark County Clean Water Division,Clark County Assessment of Wadeable Streams,PUP010,45.939028,-122.545215,69.5,,,,
570,3120,WRIA 28 - Salmon-Washougal,Salmon Creek (Washougal) Basin,Vancouver Subbasin,Burnt Bridge Creek,Clark County Clean Water Division,LCUS,BBC050,45.63469,-122.62404,,20,12.1,27.9,7.7
571,580,WRIA 29 - Wind-White Salmon,Wind River Basin,Indian Heaven Subbasin,Trapper Creek,Washington State Department of Ecology,Status and Trends WA Statewide Sentinel Site Monitoring,SEN06600-TRAP08,45.89171,-122.01332,95.3,85.4,77.5,90.7,
572,973,WRIA 38 - Naches,Tieton River Basin,Oak Creek Subbasin,Oak Creek,Washington State Department of Ecology,Ambient Freshwater Biological Monitoring Program,BIO06600-OAKC10,46.72987,-120.87807,,,72.6,,
573,3247,WRIA 39 - Upper Yakima,Umtanum Creek/Selah Creek Basin,Umtanum Creek/Selah Creek Subbasin,Umtanum Creek,Washington State Department of Ecology,Status and Trends WA Statewide Sentinel Site Monitoring,SEN06600-UMTA10,46.87738,-120.575,,77.4,74.1,,
574,1233,WRIA 47 - Chelan,Stehekin River Basin,Twentyfive Mile Creek Subbasin,Twentyfive Mile Creek (Chelan),Washington State Department of Ecology,Status and Trends WA Statewide Sentinel Site Monitoring,SEN06600-TWEN05,47.9581,-120.29249,,80.8,87.4,78.7,
575,3287,,,,Aberdeen Reservoir Tributary,Washington State Department of Ecology,WatershedHealth_WHM0,WHM07620-526805,47.264733,-123.694186,,,83.2,,
576,3157,,,,Alder Lake Tributary,Washington State Department of Ecology,WatershedHealth_WHM0,WHM07620-481854,46.755486,-122.23025,,67.2,,,
577,3449,,,,Alger Creek,Washington State Department of Ecology,WatershedHealth_WHM0,WHM07620-544965,46.26826,-123.399011,,,,84.1,
578,3299,,,,Allen Creek,Washington State Department of Ecology,Stormwater Action Monitoring for Puget Small Streams,PSS05520-005483,48.068373,-122.155751,,,32,,
579,3327,,,,Anderson Creek (Hoh River),Hoh Indian Tribe,Hoh,AndersonCreek_Hoh,47.772923,-124.323363,,,,80.3,83.9
580,1310,,,,Asotin Creek,Washington State Department of Ecology,Status and Trends WA Statewide Sentinel Site Monitoring,SEN06600-ASOT13,46.25935,-117.29914,83.6,,86.4,84.4,
581,3170,,,,Austin Creek Tributary,Washington State Department of Ecology,WatershedHealth_WHM0,WHM07620-547711,48.7038,-122.345918,,95.5,,,
582,1425,,,,Bacon Creek,Washington State Department of Ecology,Ambient Freshwater Biological Monitoring Program,BIO06600-BACO09,46.07759,-121.28797,,,83.5,,
583,750,,,,Baker Creek,City of Bellingham,Annual Macroinvertebrate Monitoring Program,BACR_0.04,48.774941,-122.491506,0.5,,,,
584,2696,,,,Ball Creek,Pierce County,Pierce County Watershed Health Monitoring (from 2016),MP_BALL_0.13,47.163056,-122.216738,23.2,38.7,19.7,20.5,
585,3245,,,,Battle Creek,The Tulalip Tribes,Tulalip Tribes Watershed Health Stream Monitoring,TTW044HS-BATT01,48.05896,-122.266732,,,57.6,53.3,48.7
586,1414,,,,Bear Branch River,Washington State Department of Ecology,Ambient Freshwater Biological Monitoring Program,BIO06600-BEAR01,46.32931,-123.90847,72.3,,,,
587,1656,,,,Bear Creek,Washington State Department of Ecology,Ambient Freshwater Biological Monitoring Program,BIO06600-BEAR04,45.78768,-121.80109,97.1,,,,
588,3376,,,,Bear Creek,Washington State Department of Ecology,Stormwater Action Monitoring for Puget Small Streams,PSS05520-002764,47.842306,-122.162125,,,,77.1,
589,3489,,,,Beaver Creek,Thurston County,Thurston County Benthic Macroinvertebrate Monitoring,Beaver Creek at Maytown RD SW,46.898817,-123.002091,,,,,73.6
590,2694,,,,Beaver Creek (Black River),Thurston County,Thurston County Benthic Macroinvertebrate Monitoring,BeaverThCoLittleRock,46.897857,-123.019772,69.9,56.1,,,
591,2586,,,,Beaver Creek (Sol Duc),Clallam County,Quileute,Beaver 0.1,48.071282,-124.291218,,,,79.9,
592,3076,,,,Bell Creek,Washington State Department of Ecology,Stormwater Action Monitoring for Puget Small Streams,PSS05515-027812,48.084458,-123.069079,29.1,,,,
593,3393,,,,Big Beef Creek,Washington State Department of Ecology,Stormwater Action Monitoring for Puget Small Streams,PSS05520-014850,47.605242,-122.795639,,,,70.2,
594,1648,,,,Big Creek,Washington State Department of Ecology,Ambient Freshwater Biological Monitoring Program,BIO06600-BIGC04,46.70934,-121.87491,,,97.6,,
595,3125,,,,Big Gulch Tributary,Washington State Department of Ecology,WatershedHealth_WHM0,WHM07620-015020,47.905882,-122.30978,,37.6,,,
596,3325,,,,"Big Gulch, South Fork",Washington State Department of Ecology,Stormwater Action Monitoring for Puget Small Streams,PSS05520-011890,47.907795,-122.297267,,,26.8,,
597,3250,,,,Big River Tributary,Washington State Department of Ecology,WatershedHealth_WHM0,WHM07620-355852,48.168271,-124.524611,,,60.3,,
598,3180,,,,Big Soos Creek,Washington State Department of Ecology,Stormwater Action Monitoring for Puget Small Streams,PSS05520-004500,47.338631,-122.135591,,61.9,,,
599,2924,,,,Big Tree Creek,Clark County Clean Water Division,Clark County Assessment of Wadeable Streams,BGT020,45.857074,-122.373621,82.9,,,,
600,1432,,,,Bird Creek,Washington State Department of Ecology,Ambient Freshwater Biological Monitoring Program,BIO06600-BIRD09,46.08119,-121.37972,,,75.8,,
601,2866,,,,Black Pine Creek,Washington State Department of Ecology,Ambient Freshwater Biological Monitoring Program,BIO06600-BLPN77,47.60836,-120.9504,80.7,,92.8,,
602,3069,,,,Boeing Creek,Washington State Department of Ecology,Stormwater Action Monitoring for Puget Small Streams,PSS05515-023787,47.754242,-122.364925,4.8,,,,
603,3202,,,,Boeing Creek,Washington State Department of Ecology,Stormwater Action Monitoring for Puget Small Streams,PSS05520-018047,47.753021,-122.369063,,12,,,
604,3311,,,,Boise Creek,Washington State Department of Ecology,Stormwater Action Monitoring for Puget Small Streams,PSS05520-018044,47.186512,-122.004472,,,74.7,,
605,2900,,,,Boulder Creek,Clark County Clean Water Division,Clark County Assessment of Wadeable Streams,BDR030,45.672335,-122.330519,,,83.8,,
606,2909,,,,Brezee Creek,Clark County Clean Water Division,LCUS,BRZ010,45.860403,-122.669215,,,,56.1,69.6
607,2871,,,,Brown Creek,Washington State Department of Ecology,Ambient Freshwater Biological Monitoring Program,BIO06600-BROW01,47.41354,-123.3163,,,82.9,,
608,3266,,,,Brown Creek Tributary,Washington State Department of Ecology,WatershedHealth_WHM0,WHM07620-430852,46.613715,-123.509581,,,42.6,,
609,3332,,,,Bsche'tla Creek,City of Lake Forest Park,Benthic Invertebrates,Bsche'tlaCrLFPSF,47.74014,-122.28812,,,,17.2,14.3
610,3466,,,,Bsche'tla Creek,City of Lake Forest Park,Benthic Invertebrates,BschtlLFPSLowerLFPSF,47.740468,-122.286949,,,,,21
611,1408,,,,Burping Brook,Washington State Department of Ecology,Ambient Freshwater Biological Monitoring Program,BIO06600-BURP15,47.88913,-117.13055,,,,98.8,
612,3409,,,,Cameron Creek tributary,Washington State Department of Ecology,WatershedHealth_WHM0,WHM07620-124279,46.262097,-123.230792,,,,79.1,
613,3151,,,,Camp Creek,Washington State Department of Ecology,WatershedHealth_WHM0,WHM07620-387578,47.146697,-121.702887,,86.9,,,
614,3293,,,,Camp Seven Pond Tributary,Washington State Department of Ecology,WatershedHealth_WHM0,WHM07620-375441,46.612011,-123.536727,,,43.1,,
615,3121,,,,Campen Creek,Clark County Clean Water Division,LCUS,CMP010,45.57714,-122.31537,,43.6,27.9,53.1,27.7
616,3049,,,,Canyon Creek,Washington State Department of Ecology,Stormwater Action Monitoring for Puget Small Streams,PSS05515-000831,48.024222,-123.138202,78.3,,,,
617,3286,,,,Capps Creek Tributary,Washington State Department of Ecology,WatershedHealth_WHM0,WHM07620-497010,46.641197,-123.285749,,,54.6,,
618,3167,,,,Carter Creek,Washington State Department of Ecology,WatershedHealth_WHM0,WHM07620-529633,47.391508,-121.544201,,92.2,,,
619,3193,,,,Cary Creek,Washington State Department of Ecology,Stormwater Action Monitoring for Puget Small Streams,PSS05520-012404,47.422943,-121.95944,,87.3,,,
620,1647,,,,Cayada Creek,Washington State Department of Ecology,Ambient Freshwater Biological Monitoring Program,BIO06600-CAYA04,47.014332,-121.85752,,,,88.5,
621,3030,,,,Cedar Creek,City of Kirkland,B-IBI,CedarKirk1,47.723953,-122.202051,11,15.5,15.9,4.6,3.8
622,3431,,,,Cedar Creek,Washington State Department of Ecology,WatershedHealth_WHM0,WHM07620-345901,45.910377,-122.44737,,,,88.4,
623,2925,,,,Cedar Creek (Clark),Clark County Clean Water Division,Clark County Assessment of Wadeable Streams,CED010,45.935567,-122.619023,63.8,,,,
624,2932,,,,Cedar Creek (Clark),Clark County Clean Water Division,Clark County Assessment of Wadeable Streams,CED030,45.931177,-122.528149,82.3,,,,
625,2927,,,,Cedar Creek (Clark),Clark County Clean Water Division,Clark County Assessment of Wadeable Streams,CED060,45.910624,-122.447562,87.6,,,,
626,3089,,,,Champagne Creek,City of Kirkland,B-IBI,Champagne1,47.701,-122.239,,13.9,20.2,14.3,13.3
627,3280,,,,"Chehalis River, South Fork Tributary",Washington State Department of Ecology,WatershedHealth_WHM0,WHM07620-383771,46.55977,-123.114708,,,23.2,,
628,2797,,,,Chelatchie Creek,Clark County Clean Water Division,Clark County Assessment of Wadeable Streams,CHL010,45.911123,-122.446836,,68.9,69,76.1,85.4
629,3188,,,,Cherry Creek,Washington State Department of Ecology,Stormwater Action Monitoring for Puget Small Streams,PSS05520-009916,47.766177,-121.878052,,95.6,,,
630,3155,,,,Cherry Creek,Washington State Department of Ecology,WatershedHealth_WHM0,WHM07620-454939,47.776298,-121.861165,,97.1,,,
631,2901,,,,China Ditch Creek,Clark County Clean Water Division,Clark County Assessment of Wadeable Streams,CHD010,45.692601,-122.495364,,,33,,
632,1410,,,,Christmas Creek,Washington State Department of Ecology,Ambient Freshwater Biological Monitoring Program,BIO06600-CHRI01,47.65673,-124.22219,,83,,,
633,3129,,,,Clallam River Tributary,Washington State Department of Ecology,WatershedHealth_WHM0,WHM07620-092094,48.202388,-124.257276,,79.9,,,
634,3200,,,,Clarks Creek,Washington State Department of Ecology,Stormwater Action Monitoring for Puget Small Streams,PSS05520-016949,47.196223,-122.333485,,15,,,
635,3394,,,,Clover Creek,Washington State Department of Ecology,Stormwater Action Monitoring for Puget Small Streams,PSS05520-015381,47.127548,-122.395974,,,,36.5,
636,3144,,,,Clovos Passage Tributary,Washington State Department of Ecology,WatershedHealth_WHM0,WHM07620-286953,47.457075,-122.504569,,31.4,,,
637,1412,,,,Coal Creek,Washington State Department of Ecology,Ambient Freshwater Biological Monitoring Program,BIO06600-COAL01,47.97108,-124.586222,,87.1,,,
